,has_parking,square_feet_area,procedure_name_en_Delayed Lease to Own Registration,procedure_name_en_Delayed Sell,procedure_name_en_Delayed Sell Lease to Own Registration,procedure_name_en_Development Registration,procedure_name_en_Lease to Own Registration,procedure_name_en_Lease to Own Registration Pre-Registration,procedure_name_en_Sale On Payment Plan,procedure_name_en_Sell,procedure_name_en_Sell - Pre registration,property_type_en_Building,property_type_en_Land,property_type_en_Unit,reg_type_en_Existing Properties,reg_type_en_Off-Plan Properties,area_name_en_Burj Khalifa,area_name_en_Business Bay,master_project_en_Business Bay,project_name_en_ STAR HILL TOWERS & GALLAERY,project_name_en_014 TOWER,project_name_en_15 Northside,project_name_en_51@BUSINESS BAY,project_name_en_AG TOWER,project_name_en_AL MANARA,project_name_en_AVANTI TOWER,project_name_en_Ahad Residences,project_name_en_B2B TOWER,project_name_en_BAHWAN TOWER ,project_name_en_BAY SQUARE,project_name_en_BAY VIEW RESIDENCES,project_name_en_BAY'S EDGE,project_name_en_BAYSWATER,project_name_en_BELLEVUE TOWERS,project_name_en_BLUE BAY,project_name_en_BRISTOL,project_name_en_BURJ AL NOOR,project_name_en_BURJ PACIFIC,project_name_en_BURLINGTON TOWER,project_name_en_BUSINESS TOWER,project_name_en_Bayz Tower,project_name_en_Binghatti Canal,project_name_en_Burj Binghatti Jacob & Co. Residences ,project_name_en_Burj Royale,project_name_en_CANADA BUSINESS CENTER,project_name_en_CANAL CROWN,project_name_en_CANAL HEIGHTS,project_name_en_CANAL HEIGHTS 2,project_name_en_CAPITAL BAY  A,project_name_en_CAPITAL BAY B,project_name_en_CHIC TOWER,project_name_en_CHURCHILL TOWER,project_name_en_CITADEL TOWER,project_name_en_CLAYTON RESIDENCY,project_name_en_CLOVER BAY,project_name_en_CORPORATE BAY,project_name_en_CRYSTAL TOWER,project_name_en_DAMAC TOWERS BY PARAMOUNT,project_name_en_DEC BUSINESS TOWER,project_name_en_DG1 Living ,project_name_en_DREAM BAY,project_name_en_DT 1,project_name_en_Dolphin Tower,project_name_en_Dorchester Collection Dubai,project_name_en_ELEGANCE TOWER,project_name_en_ELITE BUSINESS BAY RESIDENCE,project_name_en_ELITE DOWNTOWN RESIDENCE,project_name_en_EMPIRE HEIGHTS,project_name_en_ENI CORAL TOWER,project_name_en_EXECUTIVE BAY A,project_name_en_EXECUTIVE BAY B,project_name_en_EXECUTIVE SUITES,project_name_en_FAIR VIEW RESIDENCY,project_name_en_GLOBAL BAY VIEW,project_name_en_GLOBAL BAY VIEW II & III,project_name_en_HAMILTON RESIDENCY,project_name_en_IRIS  CRYSTAL,project_name_en_IRIS BAY,project_name_en_IRIS ORA,project_name_en_Imperial  Avenue,project_name_en_J ONE,project_name_en_Jumeirah Living Business Bay ,project_name_en_KEMPINSKI HOTEL BUSINESS BAY,project_name_en_Kempinski Residences Business Bay,project_name_en_LAKE CENTRAL,project_name_en_LANGHAM PLACE DOWNTOWN DUBAI BY OMNIYAT,project_name_en_Luxury Family Residence II,project_name_en_Luxury Family Residence III,project_name_en_MADA RESIDENCES TOWER,project_name_en_MAG 318,project_name_en_MAJESTINE,project_name_en_MARQUISE SQUARE TOWER,project_name_en_MATEX TOWER,project_name_en_MAYFAIR RESIDENCY,project_name_en_MAYFAIR TOWER,project_name_en_MERANO TOWER,project_name_en_MICHEAL SCHUMACHER BUSINESS AVENUE,project_name_en_MON REVE,project_name_en_MOON TOWER 1,project_name_en_Millennium Binghatti Residences Business Bay ,project_name_en_NIKI LAUDA TOWER,project_name_en_NOBLES,project_name_en_NORTH BAY,project_name_en_OBEROI CENTRE,project_name_en_ONE BUSINESS BAY,project_name_en_ONTARIO TOWER,project_name_en_OPAL TOWER,project_name_en_OVAL TOWER,project_name_en_OXFORD TOWER,project_name_en_PARK CENTRAL,project_name_en_PARK LANE TOWER,project_name_en_PLATINUM TOWER,project_name_en_POLARIS,project_name_en_POLYGON TOWER,project_name_en_PRIME TOWER,project_name_en_PRIVE BY DAMAC,project_name_en_Peninsula Five,project_name_en_Peninsula Four,project_name_en_Peninsula One,project_name_en_Peninsula Three,project_name_en_Peninsula Two,project_name_en_REGAL TOWER,project_name_en_Regalia,project_name_en_SAFEER TOWER 1,project_name_en_SAFEER TOWER 2,project_name_en_SAMI Q TOWER,project_name_en_SAPPHIRE,project_name_en_SCALA TOWER,project_name_en_SILVER STAR TOWER,project_name_en_SILVER TOWER,project_name_en_SKY BAY HOTEL,project_name_en_SKY SCRAPER,project_name_en_SLS DUBAI,project_name_en_SOBHA IVORY,project_name_en_SOBHA IVORY - II,project_name_en_SOBHA SAPPHIRE,project_name_en_SOL AVENUE,project_name_en_SOL BAY ,project_name_en_SYMPHONY TOWERS,project_name_en_TAMANI ART ROYAL SUITES,project_name_en_TAMANI ARTS OFFICES,project_name_en_TERRACES MARASI DRIVE,project_name_en_THE 118,project_name_en_THE ATRIA,project_name_en_THE BAY RESIDENCES,project_name_en_THE BINARY BY OMNIYAT,project_name_en_THE COSMOPOLITAN,project_name_en_THE COURT,project_name_en_THE EXCHANGE,project_name_en_THE FORUM,project_name_en_THE MERTOPOLIS,project_name_en_THE ONE HOTEL ,project_name_en_THE OPUS BY OMNIYAT,project_name_en_THE PAD,project_name_en_THE PRISM,project_name_en_THE RESIDENCE AT BUSINESS CENTRAL,project_name_en_THE STERLING EAST HOUSE,project_name_en_THE STERLING WEST HOUSE,project_name_en_THE VOGUE,project_name_en_The Paragon By IGO ,project_name_en_U-BORA TOWERS,project_name_en_UPSIDE Living,project_name_en_URBAN OASIS,project_name_en_VICTORY BAY TOWER,project_name_en_VOLANTE,project_name_en_WATER'S EDGE,project_name_en_WEST WHAREF TOWER,project_name_en_WINDSOR MANOR,project_name_en_XL TOWER,project_name_en_ZADA TOWER,nearest_metro_en_Buj Khalifa Dubai Mall Metro Station,nearest_metro_en_Business Bay Metro Station,nearest_mall_en_Dubai Mall,rooms_en_1 B/R,rooms_en_2 B/R,rooms_en_3 B/R,rooms_en_4 B/R,rooms_en_5 B/R,rooms_en_6 B/R,rooms_en_GYM,rooms_en_Office,rooms_en_PENTHOUSE,rooms_en_Shop,rooms_en_Store,rooms_en_Studio
11,1,501.1281,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
