,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
142978,2-13-2021-4809,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,27-04-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B2,MULBERRY at PARK HEIGHTS Building B2,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.48,1049400.0,8296.96,,,2.0,1.0,0.0
142993,2-13-2020-9676,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,126.2,1068000.0,8462.76,,,1.0,1.0,0.0
143224,1-102-2020-15477,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.15,1078888.0,17936.63,,,1.0,1.0,0.0
143680,1-102-2023-13928,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-03-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 2,Park Horizon - Tower 2,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,96.25,1944888.0,20206.63,,,1.0,1.0,0.0
143983,1-102-2022-12598,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-05-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.4,1136888.0,18822.65,,,1.0,1.0,0.0
144260,1-102-2021-17203,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,28-09-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,81.71,1154888.0,14133.99,,,1.0,2.0,0.0
144388,1-11-2021-6360,11,1,مبايعات,Sales,بيع,Sell,19-04-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,91.84,1180000.0,12848.43,,,1.0,1.0,0.0
144446,1-102-2022-27077,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,12-09-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك فيلد البرج 1,Park Field Tower 1,2404.0,بارك فيلد,Park Field,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.12,1069888.0,17795.87,,,1.0,1.0,0.0
144523,1-102-2021-22456,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,25-11-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.62,1639888.0,17705.55,,,1.0,1.0,0.0
144552,1-41-2021-8482,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,19-08-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,177.48,2619888.0,14761.6,,,1.0,1.0,0.0
144643,2-190-2022-1202,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,11-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,120.47,1600000.0,13281.31,,,1.0,1.0,0.0
144825,1-102-2019-1752,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-02-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,98.73,1513888.0,15333.62,,,1.0,1.0,0.0
145117,2-13-2021-4587,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22-04-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,146.06,1441600.0,9869.92,,,1.0,1.0,0.0
145186,1-102-2023-962,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 1,Park Horizon - Tower 1,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.29,1963888.0,21279.53,,,1.0,1.0,0.0
145216,2-13-2023-4709,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,28-03-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,92.72,1800000.0,19413.29,,,1.0,1.0,0.0
146001,1-102-2017-104,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-01-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية ايه,ACACIA AT PARK HEIGHTS BUILDING A,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,74.36,1064888.0,14320.71,,,1.0,1.0,0.0
146778,2-13-2022-19326,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,60.58,781122.0,12894.06,,,1.0,1.0,0.0
147024,2-13-2022-14268,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-09-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية سي,ACACIA AT PARK HEIGHTS BUILDING C,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,122.49,995939.0,8130.78,,,1.0,1.0,0.0
147507,1-102-2022-525,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-01-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز,EXECUTIVE RESIDENCES,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,93.19,1651888.0,17726.02,,,1.0,1.0,0.0
147835,2-190-2023-843,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,12-06-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز 2,EXECUTIVE RESIDENCES 2,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,93.9,1800000.0,19169.33,,,1.0,1.0,0.0
147998,2-13-2022-13197,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-08-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,إكزيكتيف رزيدنسز,EXECUTIVE RESIDENCES,1937.0,بارك ريدج,PARK RIDGE,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,93.32,1289600.0,13819.12,,,1.0,1.0,0.0
148592,1-102-2022-30249,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-10-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,لايم جاردنز,Lime Gardens,2418.0,لايم جاردنز,Lime Gardens ,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,130.0,2935888.0,22583.75,,,1.0,2.0,0.0
148593,1-102-2023-1545,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-01-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك هورايزون - تاور 2,Park Horizon - Tower 2,2483.0,بارك هورايزون,Park Horizon,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,126.98,2994888.0,23585.51,,,1.0,1.0,0.0
148968,2-13-2020-2424,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-03-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,196.14,1079492.0,5503.68,,,1.0,1.0,0.0
149108,1-41-2021-2739,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,18-03-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,اكاسيا في بارك هايتس بناية بي,ACACIA AT PARK HEIGHTS BUILDING B,1633.0,أكاسيا أت بارك هايتس,ACACIA AT PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,152.69,2302888.0,15082.11,,,1.0,1.0,0.0
149147,1-11-2019-7408,11,1,مبايعات,Sales,بيع,Sell,14-08-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري آت بارك هايتس مبنى B1,MULBERRY at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,125.44,1678544.0,13381.25,,,1.0,1.0,0.0
149876,1-102-2014-16303,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,23-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,1,181.95,2711888.0,14904.58,,,1.0,1.0,0.0
149921,1-102-2015-130,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-01-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,ملبيري II آت بارك هايتس B1,MULBERRY II at PARK HEIGHTS Building B1,1489.0,مولبيري في بارك هايتس ,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,دبي هيليز - بارك,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,80.95,1218888.0,15057.29,,,1.0,1.0,0.0
